ID,RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,RV,logg,[Fe/H],Dist,PQSO,PGal,Pstar,PWD,Pbin,Teff,A0,AG,ABP,ARP,E(BP-RP),GMAG,Rad,Rad-Flame,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,Evol,SpType-ELS,Flags-HS,EWHa,e_EWHa,f_EWHa
49255,74.69444042692,32.27694098836,160549283435436288,0.0262,0.0139,1.1897,0.0303,7.28,0.701,0.035,-7.247000000000001,0.023,0.95,15.005089000000002,0.0027649999999999,15.656445,0.003177,14.218202,0.003941,13.835962,0.08602,30.78,4.3838,0.1288,711.5068,0.0,0.0,0.9999817,0.0,1.834e-05,5753.3315,1.5029,1.1951,1.5335,0.8902,0.6433,4.5499,1.0562,1.2179,1.3752216,0.943,12.105,0.52477854,394.0,G      ,95,0.06877,0.0306399999999999,0
62733,45.079223471240006,41.15195721013,144082305806554624,0.0156,0.0149,1.7383,0.0175,6.062,5.122000000000001,0.019,3.241,0.02,1.005,11.65805,0.002865,11.867368,0.003577,11.30878,0.003991,11.159834,0.016041,24.45,4.1225,-0.5849,544.0952,0.0,0.0,0.9997926,0.0,0.00020746,7226.0747,0.3331,0.2966,0.3619,0.2021,0.1598,2.6755,1.6146,1.6573,6.7723320000000005,1.536,1.069,0.49842292,190.0,F      ,94,0.32061,0.0165699999999999,0
59565,75.55835505197,28.53928150568,155698684810360704,0.0171,0.0084,0.1625,0.0208,0.632,0.603,0.023,0.187,0.016,1.037,14.199281,0.002762,15.233655,0.0031739999999999,13.197467,0.0038179999999999,12.752014,0.047189,-4.02,1.8095,-0.7385,3854.159,0.0,0.0,0.9999989,0.0,1.1e-06,4692.573,2.206,1.6162,2.1498,1.2769,0.873,-0.3269,16.996,20.8532,177.4671,3.802,0.2019999999999999,0.02429107,511.0,K      ,93,-0.0031899999999999,0.01825,1
51941,70.19732914995,24.070174583670003,146875962989957632,0.0314,0.0196,0.2139,0.037,3.131,0.903,0.0409999999999999,-2.998,0.0289999999999999,1.055,15.397685999999998,0.00279,16.52787,0.004605,14.351582999999998,0.004,13.699974,0.234185,-14.94,3.2395,0.1509,1715.5076,0.0,0.0,0.9999991,0.0,9.1e-07,4842.627,2.7266,1.9814,2.638,1.5764,1.0617,2.2552,4.575,4.5566,10.209351,1.231,5.55,0.18355113,736.0,K      ,95,-0.09124,0.04921,1
52344,71.63242251544001,25.31091040304,147435270810772992,0.026,0.0105,3.7081,0.0301,7.875,-3.399,0.039,-7.104,0.024,1.179,14.360254,0.00278,15.489911,0.003633,13.312110999999998,0.003875,12.76963,0.071761,22.33,4.3729,-0.2262,257.7583,0.0,0.0,0.9999942,0.0,5.8e-06,5677.0845,3.3696,2.52,3.341,1.9561,1.385,4.7777,0.9811,1.0148,0.9636443,0.953,7.699,0.538492,303.0,K      ,94,0.08304,0.02599,0
27011,33.211479448,75.8650019431,559286969089735040,0.0678,0.0684,2.555,0.0859,8.543,-8.318,0.08,-1.946,0.09,6.235,9.834209,0.003029,10.080883,0.002898,9.347748,0.003803,9.164314,0.009684,-13.3,3.9046,-0.5827,318.3979,0.0,0.0,0.9999522,0.0,4.779e-05,7909.2393,1.0544,0.9386,1.1437,0.6382,0.5055,1.3481,2.498,3.0174,32.118763,2.14,0.784,0.46086207,267.0,A      ,1,0.39815,0.03033,0
68874,72.75785711319,38.723353358690005,199486902889746816,0.0207,0.0139,0.8313,0.0252,1.798,1.3430000000000002,0.031,1.196,0.024,1.038,14.705213,0.002768,15.774733,0.0037939999999999,13.682685,0.003854,13.212110999999998,0.036258,43.16,3.4584,-0.0985,1257.5533,0.0,0.0,0.99998397,0.0,1.6e-05,5433.071999999999,2.9756,2.2256,2.9441,1.7294,1.2146,1.988,3.9228,3.5695,9.881914,1.628,2.131,0.26120093,481.0,G      ,95,0.07056,0.02775,0
12463,84.1169484874,-69.2033686004,4657667319833847168,0.0185,0.0189,-0.003,0.0184,1.645,1.5530000000000002,0.026,0.544,0.024,0.87,14.534178,0.002859,14.499206,0.003622,14.577891,0.004103,,,,4.3142,-0.5963,17085.582,0.0,0.0,4.993e-05,0.9999496,5e-07,28893.883,0.6549,0.6591,0.7666,0.4081,0.3585,-2.3458,3.7623,,,,,,,O      ,94,0.20205,0.03643,0
76541,10.15678954263,64.32237026263,527063684900647296,0.0147,0.0162,0.3366,0.0206,2.374,-2.286,0.02,-0.6409999999999999,0.021,1.034,14.978082999999998,0.002766,15.421860999999998,0.0030329999999999,14.348949,0.003851,,,,3.9133,-1.1688,3106.7358,0.0,0.0,0.9999991,0.0,9.2e-07,10628.246,2.3799,2.1094,2.5822,1.4351,1.1471,0.3967,2.6313,2.3475,64.18075999999999,2.667,0.241,0.50980186,194.0,B      ,92,0.38034,0.02877,0
75923,21.26966038234,65.45725643742,525272065062451584,0.0092,0.0109,0.1985,0.0139,1.29,-1.061,0.011,0.735,0.015,0.921,13.943329,0.0027649999999999,14.23181,0.002924,13.477529,0.003827,,,,3.9884,0.1004,5284.755,0.0,0.0,0.99997205,2.2e-07,2.769e-05,18116.201,2.0863,1.9356,2.3294,1.2749,1.0545,-1.6780000000000002,4.1482,3.4574,1143.984,5.832000000000001,,0.94260484,184.0,B      ,92,0.20075,0.02063,0
9718,11.77588848821,62.921192974140006,523831116413997696,0.0134,0.0146,0.3986,0.0186,1.381,1.256,0.017,0.575,0.02,1.053,12.057072,0.002793,13.774945,0.0036479999999999,10.814408,0.003887,10.239795,0.006573,-56.5,0.9669,-0.1557,2250.518,0.0,0.0,0.9999932,0.0,6.78e-06,3774.629,2.7186,1.7632,2.5117,1.4982,1.0135,-1.5431,62.1228,59.6303,646.5788,1.918,1.357,0.01200404,1156.0,M      ,92,0.01449,0.01833,1
59377,76.33421224378,28.607025664050003,155599587028329600,0.0247,0.0142,0.4458,0.0283,7.216,5.746,0.032,-4.365,0.02,1.019,14.642624,0.002767,15.633241,0.003656,13.654753,0.003949,13.196447,0.07987,87.66,3.3978,0.0208,1645.1946,0.0,0.0,0.99999815,0.0,1.87e-06,5843.5293,2.9658,2.2622,2.9683,1.7324,1.236,1.3111,4.5504,5.6656,33.715557000000004,2.225,0.838,0.26562482,455.0,K      ,94,0.16771,0.03327,0
93395,123.818073407,8.16021923249,3098046260925050880,0.0364,0.0273,1.3252,0.0421,6.902,-4.722,0.043,-5.033,0.031,1.537,10.740721,0.0028699999999999,10.852595,0.0037329999999999,10.526779,0.004056,10.41727,0.014065,68.95,3.7312,-0.7479,760.9064,0.0,0.0,0.99945134,0.0,0.00054865,7633.5522,0.104,0.0953,0.1144,0.0634,0.051,1.2381,2.8069,2.7323,22.69191,1.976,0.942,0.35197547,260.0,A      ,1,0.38579,0.0197,0
80477,100.91112286695,-15.81590830357,2947366709255738368,0.0092,0.0103,1.1895,0.0113,2.59,-1.905,0.011,1.755,0.013,0.959,12.291298,0.002771,12.501589,0.002861,11.943973,0.003811,11.761328,0.168461,50.35,4.0745,0.0268,819.9919,0.0,0.0,0.9998378,0.0,0.00016219,6916.5996,0.1649,0.1454,0.1777,0.1,0.0776,2.5203,1.8657,1.7646,7.1276827,1.538,1.305,0.4656302,212.0,A      ,92,0.37254,0.01876,0
86729,66.08273032826,39.85460202741,179572312065156480,0.0121,0.0086,0.7194,0.0138,8.247,2.897,0.02,-7.721,0.0139999999999999,1.006,12.588733,0.002763,13.518831,0.003013,11.640756,0.003795,11.226151,0.011414,9.54,2.7172,0.0393,1435.7245,0.0,0.0,0.99999946,0.0,5.4e-07,4944.141,2.0438,1.5228,2.0027,1.1915,0.8112,0.3017,10.6851,9.8207,53.20604,2.702,0.502,0.1164813,516.0,K      ,94,-0.03422,0.01438,1
12921,75.75919865769,43.45895237678,202472665372984448,0.0423,0.0254,0.1771,0.0443,0.65,0.145,0.057,-0.634,0.0409999999999999,1.023,15.902535,0.002792,16.204227,0.003652,15.423143,0.004306,,,,4.2714,-0.8954,3976.0232,0.0,0.0,0.9999904,1e-08,9.56e-06,11261.485,1.7956,1.6346,1.9742,1.091,0.8831,1.2596,1.676,1.6729,41.779488,,,0.71702164,,B      ,92,0.40706,0.06012,0
38956,32.62252599655999,24.59251941257,104376883638625152,0.0201,0.0161,3.1118,0.0197,11.463,-1.295,0.024,-11.39,0.018,0.987,11.397029,0.002781,11.677055,0.003018,10.951453,0.003871,10.724994,0.028217,17.14,4.2473,-0.3827,317.8207,0.0,0.0,0.9999189,0.0,8.113e-05,6278.165,0.1934,0.1665,0.2066,0.1166,0.0901,3.7127,1.3111,1.3059,2.392902,1.188,2.9160000000000004,0.5377149,246.0,F      ,91,0.22564,0.02201,0
22709,74.62629283696,47.80653959706,255312892102015872,0.0355,0.0273,0.222,0.0416,0.59,0.539,0.053,-0.241,0.047,0.983,15.965319,0.002791,16.391023999999998,0.004029,15.350565,0.004312,,,,4.0203,-1.4371,3926.6292,0.0,0.0,0.9999982,0.0,1.79e-06,10088.91,2.2657,2.0067,2.4551,1.3661,1.0889,0.9754,2.1273,2.1551,44.394142,2.441,0.276,0.5211399999999999,183.0,B      ,95,0.35023,0.05851,0
44494,67.7309715819,23.54195144888,146235634906440192,0.0272,0.0176,1.3795,0.0296,11.389,9.643,0.037,-6.059,0.03,1.4409999999999998,14.372259,0.002779,15.334497,0.0031579999999999,13.397156,0.003889,12.922488,0.0443779999999999,-54.46,3.9641,-0.2105,818.6263,0.0,0.0,0.99999774,0.0,2.27e-06,7391.035,3.6728,2.915,3.7633,2.1594,1.6039,1.9036,2.1713,1.8805,9.606976,1.65,1.097,0.47191182,211.0,G      ,93,0.06052,0.03128,0
97352,342.38457718468,56.009961710430005,2003965700904369280,0.0314,0.0317,0.2302,0.0378,3.389,-2.501,0.042,-2.2880000000000003,0.039,1.106,16.122616,0.002806,16.838942000000003,0.005392,15.231770999999998,0.004291,,,,3.7448,-0.5763,4014.4055,0.0,0.0,0.99999946,0.0,5.4e-07,9744.328,3.5544,2.9954,3.7593,2.1137,1.6457,0.0925,3.302,3.3458,90.79327,2.764,0.373,0.43138605,261.0,B      ,91,0.26761,0.07135,0
49765,338.21321164067,58.79235256214001,2200193552546413440,0.022,0.0212,0.1986,0.025,2.217,-0.926,0.03,-2.015,0.027,0.951,13.572376,0.0029289999999999,16.17584,0.007209,12.15482,0.004885,11.546626,0.0075099999999999,-26.83,0.7471,-0.1571,2713.2617,0.0,0.0,0.9999998,0.0,1.8e-07,3643.183,4.9079,2.9582,4.4424,2.6058,1.8365,-1.6258,77.4121,96.0586,1453.6095,1.939,1.315,0.00875193,1289.0,M      ,92,-0.03453,0.05646,1
25235,24.857556806470004,19.82250101984,95960740603165824,0.0148,0.0145,1.8827,0.02,15.784,4.013999999999999,0.019,-15.265,0.019,0.941,12.897757,0.00351,13.312862,0.006508,12.30958,0.006376,12.033493,0.0319,-17.81,4.0687,-0.2875,522.3517,0.0,0.0,0.999712,0.0,0.00028801,5710.5146,0.4062,0.3345,0.4222,0.2429,0.1793,3.939,1.4326,1.4178,1.897488,0.988,10.947,0.37909213,426.0,G      ,95,0.02037,0.03512,0
44724,49.81689363576999,25.96088780214,117458147136068864,0.0139999999999999,0.0124,2.2853,0.0153,53.992,52.419,0.018,-12.941,0.017,1.161,12.66399,0.002769,13.067856,0.002881,12.086263,0.003811,11.834904,0.02365,91.13,4.138,-0.5554,436.3614,0.0,0.0,0.999949,0.0,5.099e-05,5940.246,0.5505,0.4583,0.5776,0.3294,0.2482,4.0091,1.2849,1.2801,1.8348978,1.0759999999999998,6.218,0.41114345,344.0,F      ,93,0.15012,0.02131,0
98094,80.86282604172,34.30092207451,182783332696791552,0.0242,0.0182,0.7931,0.0267,5.195,-1.514,0.031,-4.97,0.023,0.971,14.706216,0.002778,15.136568,0.003244,14.103212,0.0039299999999999,13.781037,0.13474,26.89,3.8413,-0.5284,1621.7595,0.0,0.0,0.9999763,0.0,2.374e-05,5833.4204,0.6395,0.5301,0.67,0.3819,0.2881,3.1223,1.9973,1.4862,2.2562525,1.045,8.622,0.33824417,411.0,F      ,91,0.15574,0.03673,0
72187,201.56665542084,10.40183726134,3738287930407126144,0.0242,0.013,6.2053,0.0281,82.015,-72.16,0.033,-38.981,0.0139999999999999,1.197,14.841089000000002,0.002781,15.970735,0.003684,13.781017000000002,0.0038929999999999,13.295795000000002,0.046564,-4.65,4.6499,0.0394,164.9344,0.0,0.0,0.99296397,0.0,0.00703605,3736.4668,0.5241,0.3586,0.5057,0.2943,0.2114,8.3849,0.5866,0.5749,0.0579564759999999,0.561,11.465,0.6161783000000001,195.0,M      ,91,0.03696,0.02936,1
45506,50.70088079410999,28.144662127590003,118891914594636800,0.1442,0.1257,3.0086,0.1538,9.91,8.301,0.198,-5.414,0.154,10.649,12.572818,0.002853,13.040395,0.0028829999999999,11.904512,0.003833,11.617579,0.0164939999999999,8.97,4.3986,-0.7148,256.8972,0.0,0.0,0.9999896,0.0,1.034e-05,5948.3193,0.9164,0.7557,0.9589,0.5463,0.4126,4.7517,0.9149,1.1685,1.5332124,1.052,5.846,0.53405404,323.0,F      ,91,0.13447,0.02666,0
18293,216.18559306422,13.777365408,1227731317983677440,0.0143,0.0141,6.8854,0.0189,35.134,11.105,0.021,-33.333,0.019,1.047,14.337407999999998,0.002787,15.399085,0.003585,13.316347,0.003856,12.789161,0.046349,-2.14,4.6363,0.0003,144.8467,0.0,0.0,0.99861324,0.0,0.00138677,3836.7363,0.5707,0.3967,0.5494,0.3234,0.2261,8.1336,0.6037,0.6074,0.07200753,0.5920000000000001,10.664,0.61293936,281.0,M      ,92,-0.14325,0.0296899999999999,1
49242,48.98378921089001,32.91658908039,125320273750091008,0.0233,0.0159,2.235,0.0251,12.25,-8.83,0.0289999999999999,-8.49,0.02,1.252,12.602696,0.0027649999999999,13.047971,0.002884,11.987042,0.003812,11.731143,0.021904,-33.24,4.1937,-0.4353,434.4418,0.0,0.0,0.99997014,0.0,2.984e-05,5669.3853,0.59,0.4851,0.6145,0.352,0.2625,3.9267,1.4668,1.4972,2.087368,1.002,10.656,0.5330842,439.0,F      ,94,0.1176599999999999,0.0200699999999999,0
9504,84.7059538808,44.45969593113,197136082606692480,0.0182,0.0156,0.1991,0.0217,1.297,0.544,0.024,-1.177,0.0139999999999999,1.002,14.313282999999998,0.002775,14.512675,0.0029059999999999,13.973638,0.003842,,,,3.9589,-1.1636,2983.6648,0.0,0.0,0.99998516,0.0,1.484e-05,9692.283,1.1274,1.0401,1.2453,0.6869,0.5585,0.8902,2.3147,3.2886,85.563446,2.727,0.381,0.49308845,260.0,B      ,12,0.51164,0.02302,0
46920,74.56123559881,27.37858069755,154108584838330240,0.077,0.0365,2.3793,0.087,54.782,41.302,0.107,-35.989000000000004,0.076,3.068,14.94527,0.003207,15.888306,0.006306,13.858095,0.005289,13.372472,0.052756,141.41,4.4225,-1.1047,350.0796,0.0,0.0,0.9999875,0.0,1.251e-05,6065.798000000001,3.0953,2.3784,3.1302,1.8066,1.3237,4.7935,0.8716,1.0024,1.2243844,1.117,0.248,0.5228279,109.0,G      ,93,0.01648,0.10583,0
72667,168.08145183379,-5.86632997164,3785101390306569088,0.0215,0.015,9.8249,0.022,207.774,-198.271,0.0279999999999999,-62.12,0.02,1.147,13.976245,0.002783,15.123704,0.0034939999999999,12.909182,0.0038929999999999,12.427767,0.015519,39.71,4.6608,-0.1545,102.0623,0.0,0.0,1e-06,0.0,0.999999,3685.3357,0.5357,0.3653,0.5162,0.3004,0.2158,8.5477,0.5577,0.5527,0.050794803,0.541,12.638,0.59335405,153.0,M      ,92,0.0661799999999999,0.03258,1
88911,64.74204473418,33.0164833626,175644581652868736,0.0148,0.01,0.8491,0.0167,3.947,3.42,0.02,-1.971,0.016,0.95,13.38928,0.002761,13.814042,0.002909,12.787509,0.003802,12.526036,0.0394,-34.21,3.8748,-0.5851,949.4463,0.0,0.0,0.99998957,0.0,1.04e-05,6439.3027,0.9862,0.8305,1.0426,0.5906,0.452,2.687,2.017,2.4155,8.795127,1.568,2.049,0.34118444,286.0,F      ,91,0.15779,0.0234599999999999,0
4569,44.58988943752,9.93688037438,21088259359180160,0.015,0.0127,1.1034,0.018,12.512,-7.832000000000001,0.02,-9.757,0.016,1.056,13.788470000000002,0.00276,14.320935,0.002978,13.099185,0.003848,12.734382,0.0299029999999999,-46.76,3.7897,-0.2705,1004.3315,0.0,0.0,0.99996144,0.0,3.857e-05,5611.9653,0.8487,0.6836,0.8717,0.5046,0.367,3.0623,2.2183,1.9817,3.2125838,1.125,7.194,0.32185692,471.0,G      ,93,0.13912,0.02624,0
93793,77.84752710393,31.4285040658,180511501154127488,0.0231,0.0138,0.9204,0.0256,4.209,2.101,0.031,-3.648,0.021,1.023,14.33447,0.0027649999999999,14.788285,0.003046,13.707273999999998,0.003849,13.392756,0.1174829999999999,19.81,3.9837,-0.5697,1023.0256,0.0,0.0,0.99998814,0.0,1.187e-05,5843.433000000001,0.7578,0.6255,0.7924,0.4521,0.3404,3.6624,1.565,1.5978,2.6455045,1.08,7.81,0.34752354,421.0,F      ,91,0.16261,0.02723,0
32794,329.43762257879,39.33362059101,1959108448282483840,0.0159,0.0191,4.2018,0.0268,30.119,-14.424,0.022,-26.441,0.024,1.101,15.24009,0.0027719999999999,16.259106,0.003506,14.23308,0.00386,13.779044,0.073076,-3.69,4.7124,-1.0106,221.959,0.0,0.0,0.99648726,0.0,0.00351277,4946.380999999999,2.4203,1.7979,2.391,1.4034,0.9876,6.6937,0.564,0.5992,0.0938631,0.6459999999999999,0.42,0.62851584,102.0,M      ,94,-0.20052,0.03202,1
15621,64.20198237948001,18.43130920719,47684277405001856,0.0211,0.0126,4.1983,0.0222,48.412,48.334,0.026,2.757,0.018,0.98,11.336926,0.002786,11.773548,0.002851,10.73027,0.00379,10.462438,0.010386,-13.05,4.0783,-0.6943,236.4359,0.0,0.0,0.9999806,0.0,1.932e-05,5989.3345,0.7535,0.6268,0.792,0.4501,0.3419,3.8406,1.3708,1.3728,2.190192,1.125,5.432,0.38156468,343.0,F      ,91,0.1829599999999999,0.0133599999999999,0
96458,58.22208415038,48.30415186334,246955160622887168,0.0187,0.0138,1.3487,0.025,6.143,0.7559999999999999,0.026,-6.097,0.021,1.031,14.589215,0.002798,15.092196,0.0035369999999999,13.920353,0.003999,13.646941,0.116021,20.45,4.3918,-0.3018,659.5489,0.0,0.0,0.9999804,0.0,1.96e-05,5791.9272,0.924,0.7543,0.9587,0.5503,0.4084,4.7318,0.9613,1.0541,1.1122393999999998,0.985,6.754,0.5372084,314.0,G      ,93,0.16625,0.0287,0
10121,46.00634158628,18.09008580667,35647992334352768,0.0186,0.0147,1.2159,0.02,4.175,4.154,0.025,-0.415,0.017,1.091,14.016298999999998,0.00277,14.362114000000002,0.003038,13.500851999999998,0.003884,13.379134,0.031983,32.83,4.1881,-0.5473,841.2366,0.0,0.0,0.9999594,0.0,4.058e-05,5971.0415,0.3263,0.2755,0.3452,0.1957,0.1494,4.1103,1.2115,1.1428,1.5106488,1.062,4.716,0.45076904,301.0,F      ,91,0.1539599999999999,0.03141,0
59106,42.72332579144,36.16142586047,140587443674657536,0.0157,0.0132,0.7345,0.0179,7.692,4.088,0.017,-6.516,0.016,1.109,13.297459,0.002767,13.585917000000002,0.002916,12.848705,0.003835,12.731267,0.08059,-13.87,3.9345,-0.3142,1276.3293,0.0,0.0,0.99995184,0.0,4.817e-05,6338.169,0.272,0.2341,0.2905,0.1639,0.1266,2.5325,2.207,2.2285,7.217569,1.496,2.332,0.44089085,289.0,F      ,92,0.12057,0.02536,0
27403,29.0612526569,17.39585759644,91132304009379968,0.0171,0.0153,2.461,0.0207,11.304,7.1610000000000005,0.023,-8.746,0.022,1.048,14.127799,0.002768,14.600574,0.003116,13.464108,0.00387,13.2436,0.11647,-33.4,4.5227,-0.3265,407.8461,0.0,0.0,0.99952716,0.0,0.00047285,4966.208,0.163,0.13,0.1661,0.0968,0.0693,5.9281,0.7923,0.7685,0.3264957,0.809,6.837000000000001,0.61433804,214.0,K      ,94,-0.00701,0.0308899999999999,1
88300,271.2708779304,-31.3066947817,4043861483286718592,0.0257,0.0215,0.1028,0.0295,9.945,-5.926,0.031,-7.986000000000001,0.022,0.772,14.324373,0.00326,16.18618,0.010019,13.042261,0.005412,12.295143,0.0391829999999999,116.38,0.103,-0.9101,10780.988,0.0,0.0,0.9999927,0.0,7.29e-06,3712.5952,3.3378,2.137,3.033,1.8407,1.1914,-2.9569,118.9792,116.8734,2326.798,1.923,1.34,0.00358697,1216.0,M      ,93,-0.06708,0.06696,1
88031,313.65437718339,26.52750094901,1845383692878107392,0.0355,0.0305,0.3666,0.0428,1.541,0.7120000000000001,0.049,-1.366,0.044,0.998,15.89335,0.002832,15.817881,0.003698,16.030281,0.004864,,,,4.4961,-0.7549,15458.421,0.0,0.0,0.99999785,2.14e-06,0.0,19996.691000000003,0.2025,0.2035,0.2358,0.1262,0.1097,-0.2536,2.0575,2.15,665.76544,,,1.5634397,,B      ,91,0.13538,0.0700399999999999,0
11291,58.61844462321999,21.54870426709,51753466861288192,0.0262,0.0179,0.5777,0.0291,4.45,4.37,0.032,0.838,0.023,1.063,14.93539,0.002764,15.472839000000002,0.003144,14.236788,0.003884,13.984363,0.146233,-41.26,3.6842,-0.2578,1949.0952,0.0,0.0,0.99997145,0.0,2.855e-05,5497.795999999999,0.8861,0.7134,0.9114,0.5261,0.3852,2.7682,2.6644,2.2594,3.973755,1.213,5.3870000000000005,0.27930242,474.0,G      ,93,0.05114,0.03363,0
65977,25.59027369975,63.99400343406,512140700773946880,0.0333,0.0357,0.1871,0.0487,1.261,-1.261,0.04,-0.016,0.048,1.026,16.69903,0.002806,17.321033,0.007048,15.915001,0.004288,,,,4.1852,-1.4733,3020.1426,0.0,0.0,0.9999991,0.0,9.1e-07,9641.231,3.0537,2.61,3.2491,1.8249,1.4243,1.6794,1.625,1.6408,20.887669,2.115,,0.5854241,116.0,B      ,94,0.33551,0.0762,0
29820,120.48369883549,35.93672468606,906558263498718208,0.0172,0.0143,0.5785,0.0201,1.42,0.431,0.019,-1.3530000000000002,0.015,1.181,12.098631,0.002773,12.168959,0.0029,11.969971,0.003795,11.89674,0.0135789999999999,27.71,3.7773,0.0947,2028.9929,0.0,0.0,0.99993116,0.0,6.888e-05,8750.412,0.2629,0.2476,0.2928,0.1612,0.1316,0.3194,3.341,2.6692,37.76122,2.254,0.5870000000000001,0.47324434,244.0,A      ,1,0.47097,0.0171699999999999,0
10892,30.41139741947,36.22554043238,330152525431938944,0.0227,0.0211,2.4826,0.0274,10.68,-0.239,0.023,-10.677,0.0289999999999999,1.105,10.997773,0.002775,11.178755,0.00298,10.679023,0.003822,10.552383,0.015672,4.54,4.1829,-0.4322,411.86800000000005,0.0,0.0,0.9997913,0.0,0.00020869,7440.8623,0.3317,0.298,0.3616,0.2016,0.16,2.6338,1.5517,1.509,6.2849555,1.547,0.53,0.5536623,144.0,A      ,92,0.34075,0.0177,0
39577,3.7650017561,63.65579970294001,431474785378570368,0.0172,0.0183,0.1616,0.0227,2.3040000000000003,-2.259,0.022,-0.455,0.024,0.909,15.229419,0.002774,15.634452,0.0033179999999999,14.613283,0.004014,,,,3.7512,-0.8445,5401.8823,0.0,0.0,0.9999974,0.0,2.65e-06,11673.015,2.3447,2.0961,2.5585,1.4173,1.1412,-0.5422,3.7012,3.7842,238.90878,3.516,,0.49184313,262.0,B      ,91,0.27563,0.03822,0
65439,64.17137221445,4.78651002002,3284447188735315200,0.0142,0.0106,10.1332,0.0161,86.208,52.37,0.021,-68.477,0.015,1.047,13.466564000000002,0.002771,14.431521,0.0031379999999999,12.494926,0.003868,12.023281,0.039037,-25.09,4.7123,-0.0997,99.3473,0.0,0.0,0.99296397,0.0,0.00703605,3968.062,0.5741,0.407,0.5533,0.3286,0.2247,8.068999999999999,0.5557,0.5501,0.0670976,0.597,0.206,0.67041516,100.0,M      ,95,-0.03209,0.02144,1
40015,48.16333686793,34.69183880453,137818839036090368,0.0275,0.0195,0.6722,0.0297,5.858,2.71,0.032,5.193,0.025,1.131,14.433509,0.002773,14.792135,0.003173,13.9035,0.004013,13.749422,0.411884,-15.28,3.8273,-0.5482,1642.3647,0.0,0.0,0.99996024,0.0,3.97e-05,5900.772,0.3628,0.3049,0.3828,0.2174,0.1654,3.0580000000000003,2.0261,1.7394,3.2426298,1.134,6.521,0.33435157,418.0,G      ,999,0.16848,0.04021,0
98070,333.59049807625,53.98154876552999,2004656026717414912,0.0184,0.0188,0.2019,0.0225,4.601,-3.3360000000000003,0.024,-3.169,0.024,0.995,15.201126,0.002773,15.441587,0.003119,14.802339000000002,0.004049,,,,3.8911,-0.8759,4746.4663,0.0,0.0,0.99998885,0.0,1.116e-05,9734.49,1.3424,1.2296,1.4780000000000002,0.8163,0.6617,0.583,2.6391,2.501,52.117527,2.479,0.374,0.49319178,220.0,B      ,13,0.50302,0.03637,0
81975,58.34911498613001,31.955290887190003,168742363050498816,0.0155,0.0118,0.8568,0.0202,1.429,-0.98,0.022,1.041,0.016,0.995,13.986553,0.002761,14.404922,0.002938,13.388632,0.003846,13.108215,0.033231,-16.2,4.1102,-1.0122,987.6215,0.0,0.0,0.99999386,0.0,6.15e-06,6566.453,1.0201,0.8628,1.0831,0.6109,0.4722,3.1572,1.5792,1.7935,5.39321,1.413,2.217,0.47538617,257.0,F      ,91,0.2006099999999999,0.01929,0
54697,292.68625165022,29.8222314567,2032607016727356032,0.0106,0.0132,0.5823,0.0157,4.2010000000000005,-1.288,0.0139999999999999,-3.998,0.017,0.968,12.049767999999998,0.002763,12.096487,0.0028899999999999,11.958943,0.003793,11.883561,0.0143169999999999,-28.34,3.8301,-0.5367,1894.6063,0.0,0.0,0.9999453,0.0,5.474e-05,9492.337,0.2836,0.2702,0.3182,0.1742,0.144,0.3867,2.964,2.5537,47.67614,2.416,0.432,0.47344443,228.0,A      ,2,0.5027,0.01283,0
33384,15.50113425978,61.29085358878,426637797515455872,0.0195,0.0223,0.2517,0.0306,3.443,-3.277,0.025,-1.054,0.03,1.073,15.667118,0.00278,16.017643,0.003904,15.062993,0.004472,,,,4.2653,-0.9354,2792.5906,0.0,0.0,0.99999535,0.0,4.62e-06,10296.906,2.082,1.8599,2.2651,1.2589,1.0061,1.5511,1.6004,1.5967,26.034372,,,0.7006416,,B      ,95,0.4358,0.05382,0
77849,78.93815591951,47.27036593186,212090162300151424,0.0128,0.0094,2.4414,0.015,15.334,7.013999999999999,0.018,-13.636,0.0139999999999999,0.991,13.406898000000002,0.00276,13.808576,0.002873,12.835796,0.0038229999999999,12.650878,0.0256209999999999,-29.59,4.4786,-0.5055,400.7126,0.0,0.0,0.999853,0.0,0.00014697,5510.856,0.2439,0.2006,0.2534,0.1457,0.1077,5.2089,0.8674,0.8969,0.6362755999999999,0.903,7.274,0.6074204000000001,267.0,G      ,94,0.11472,0.01962,0
83918,63.23702774712,36.17833775661,177216505327914880,0.0172,0.0101,0.4008,0.0214,3.543,1.928,0.022,-2.9730000000000003,0.015,1.03,14.184518,0.00276,14.894576,0.002902,13.365109,0.0038229999999999,13.058569,0.050061,19.17,3.131,-0.1581,1744.0168,0.0,0.0,0.99999714,0.0,2.89e-06,4884.5054,1.0676,0.8196,1.0643,0.6276,0.4367,2.1671,4.6725,6.152,19.32122,1.955,1.253,0.14697868,602.0,K      ,92,0.01672,0.01845,1
