Unnamed: 0,RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,RV,logg,[Fe/H],Dist,PQSO,PGal,Pstar,PWD,Pbin,Teff,A0,AG,ABP,ARP,E(BP-RP),GMAG,Rad,Rad-Flame,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,Evol,SpType-ELS,Flags-HS,EWHa,e_EWHa,f_EWHa
76143,14.62991401447,66.35173619401999,526024715129959296,0.0251,0.0279,9.1239,0.0375,46.001000000000005,44.139,0.032,-12.957,0.036,1.029,5.962488,0.002782,5.945668,0.00297,5.949174,0.004101,5.930243,0.005002,-12.73,3.9123,-1.0905,111.5655,0.0,0.0,0.9990395,6e-08,0.00096048,9998.825,0.0761,0.0734,0.0859,0.0469,0.039,0.6041,2.5521,2.4599,56.643524,2.55,0.3279999999999999,0.66320354,213.0,B      ,91,0.36844,0.02179,0
375,65.884927558,20.98189032686,145259990135756928,0.0409,0.0246,5.8121,0.0485,37.627,14.293,0.057,-34.806999999999995,0.042,0.992,5.969014,0.002783,5.977995,0.00298,5.910188,0.003903,,,,3.7721,-0.882,176.7811,0.0,0.0,0.9996569,8e-08,0.00034301,12271.098,0.3765,0.3652,0.428,0.2323,0.1957,-0.6531,3.7222,3.6589,273.89276,3.672,,0.5200446,254.0,B      ,11,0.21986,0.02302,0
81518,79.84867074664001,-27.36892210217,2955248214762066176,0.022,0.0288,7.9531,0.0369,9.105,-3.366,0.0289999999999999,-8.459,0.035,1.003,5.973187,0.002787,5.950345,0.002999,5.984803,0.003935,5.977155000000001,0.008661,-4.03,3.8645,-0.9775,128.4708,0.0,0.0,0.9999362,8e-08,6.371e-05,10053.856,0.003,0.0029,0.0034,0.0018,0.0015,0.3966,2.784,2.74,69.151924,2.641,0.348,0.47567353,232.0,A      ,91,0.4146399999999999,0.0222699999999999,0
80696,234.84260630488,36.63681234775999,1374695306328813696,0.0276,0.0341,6.4062,0.0416,14.549,-14.011,0.034,-3.919,0.046,0.903,5.975434,0.002873,5.905293,0.003686,6.062175,0.005286,,,,4.0429,-0.9949,157.2414,0.0,0.0,0.99999964,3.5e-07,0.0,13291.975,0.0018,0.0017,0.002,0.0011,0.0009,-0.039,2.6275,2.6307,194.46762,3.6,,0.6849115,180.0,B      ,91,0.1958,0.03021,0
34143,239.76846526028,49.88079899005999,1403076622018971264,0.0369,0.0343,20.5029,0.0357,59.228,21.669,0.0409999999999999,-55.122,0.048,0.79,5.97994,0.0028079999999999,6.116214,0.003136,5.715180999999999,0.003984,5.614673000000001,0.0055969999999999,6.22,4.1403,-0.1583,48.6475,0.0,0.0,1e-06,0.0,0.999999,7198.221,0.0043,0.0039,0.0047,0.0026,0.0021,2.5462,1.7078,1.7182,7.140248,1.547,1.169,0.5504161999999999,201.0,A      ,94,0.22015,0.02578,0
14304,61.92552108069,15.162685906660002,45142206521351552,0.0279,0.0161,22.8505,0.0289,129.841,127.744,0.0409999999999999,-23.239,0.024,0.823,5.984928,0.002783,6.166192,0.002947,5.659452,0.003954,5.53187,0.015964,37.41,4.047,-0.4347,43.6992,0.0,0.0,0.99648726,0.0,0.00351277,6738.1226,0.0,0.0,0.0,0.0,0.0,2.7803,1.7546,1.7579,5.739565,1.445,1.843,0.4546772,237.0,F      ,91,0.20699,0.02454,0
81133,230.65532800355,62.04692093366,1616457469231459840,0.0621,0.068,6.9507,0.0701,33.701,10.077,0.076,-32.16,0.088,2.045,5.986301999999999,0.002782,5.960092,0.002984,6.001009,0.0038729999999999,5.995628,0.004692,-27.69,3.7657,-0.8079999999999999,157.7002,0.0,0.0,0.9999288,8e-08,7.121e-05,10323.384,0.0268,0.026,0.0304,0.0165,0.0138,-0.0547,3.3293,3.0574,95.651566,2.835,0.314,0.45591265,245.0,B      ,91,0.29756,0.02084,0
23707,30.71851036456,64.90140922037,518109468363459968,0.0206,0.0237,12.0776,0.0379,18.125,-13.287,0.024,-12.328,0.0289999999999999,1.008,5.989309,0.00278,5.991611,0.002943,5.954372,0.003897,5.931545,0.005083,-26.65,4.0739,-1.4599,84.4782,0.0,0.0,0.998741,4e-08,0.00125892,9916.358,0.1157,0.1112,0.1304,0.0712,0.0592,1.2167,1.9476,1.9137,31.887182,2.297,0.223,0.53686774,156.0,A      ,91,0.4169,0.01772,0
60478,29.63861270118,61.69774189282,508656210984467840,0.0192,0.0239,4.0983,0.0403,17.879,14.175999999999998,0.025,-10.895,0.0279999999999999,0.982,5.992555,0.002768,5.968486,0.002857,5.985077,0.003885,,,,3.4494,-0.9416,223.3643,0.0,0.0,0.99979526,6e-08,0.0002046999999999,9999.918,0.0726,0.0702,0.0821,0.0447,0.0374,-0.8163,5.0368,4.5873,435.07504000000006,4.035,,0.2585893999999999,277.0,B      ,91,0.17692,0.01298,0
28553,166.12974288103,38.24136548584,763335539562111616,0.2364,0.3711,10.9386,0.4228,66.336,-66.329,0.361,0.98,0.421,9.504,5.996288,0.002794,6.063503,0.00297,5.842325,0.003975,5.775469999999999,0.006554,2.34,3.9192,0.5535,114.1641,0.0,0.0,0.99296397,0.0,0.00703605,9679.166,0.4967,0.4713,0.5561,0.305,0.2511,0.2232,3.0386,2.4582,47.828712,2.4330000000000003,0.3929999999999999,0.59428334,219.0,A      ,91,0.35879,0.03185,0
3051,47.161619603690006,8.471402351950001,13898793343318144,0.0309,0.0216,8.0217,0.0301,74.476,-2.866,0.035,74.421,0.024,1.105,5.998988,0.00278,6.518025,0.002962,5.316792,0.004788,5.071638,0.004759,39.56,2.713,-0.068,123.4212,0.0,0.0,0.99993986,0.0,6.014e-05,4965.292,0.2779,0.2197,0.2806,0.1649,0.1157,0.3402,10.4385,10.4936,60.313480000000006,2.501,0.622,0.1250073,640.0,K      ,93,-0.0684299999999999,0.03162,1
86837,115.14809047477,-8.18554363181,3042058853965020928,0.0353,0.0354,11.3884,0.054,30.682,16.913,0.045,-25.599,0.042,1.415,5.999576,0.002784,6.058061,0.002998,5.853838,0.003846,5.790261,0.006044,-13.8,3.9369,-0.4701,87.9577,0.0,0.0,0.9982849,1e-08,0.00171512,8423.393,0.1508,0.1412,0.1675,0.0923,0.0751,1.1231,2.4843,2.4845,27.985857,2.105,0.6829999999999999,0.5006237,238.0,A      ,91,0.38955,0.0213,0
80423,99.64756523978,-16.87365617854,2946813453049392768,0.0244,0.0282,6.3975,0.035,26.3,-9.128,0.036,-24.665,0.039,0.858,6.001098000000001,0.002798,6.013022,0.0030269999999999,5.945563,0.003877,5.910902,0.00503,9.15,3.5977,-0.731,154.3258,0.0,0.0,0.9995627,1e-08,0.00043727,9058.883,0.0665,0.0635,0.0747,0.0409,0.0338,0.0025,3.811,3.8709,90.47413,2.7260000000000004,0.428,0.35234365,279.0,A      ,91,0.39307,0.0249,0
68995,304.60305823916,55.39695665068001,2186085478327859840,0.1744,0.1699,10.9004,0.1837,32.62,-8.886000000000001,0.233,-31.387,0.225,5.367000000000001,6.001819,0.002801,6.011851,0.0032549999999999,5.950007,0.00474,5.923278,0.057878,-3.49,3.9328,-0.9875,94.1945,0.0,0.0,0.99895656,3e-08,0.0010434,8944.955,0.0013,0.0012,0.0014,0.0008,0.0006,1.1056,2.3114,2.2552,29.326149,2.164,0.525,0.46105382,214.0,A      ,91,0.4269699999999999,0.03316,0
67098,322.58486444482,52.95806801783,2172666007638706176,0.0799,0.0713,5.8967,0.0876,26.383000000000003,20.757,0.113,16.285,0.0819999999999999,2.931,6.007326,0.002776,6.041178,0.002937,5.907575,0.0039229999999999,5.858094,0.0051119999999999,-16.12,3.4977,0.0212,196.6159,0.0,0.0,0.99961114,4e-08,0.00038879,9204.395,0.2495,0.2376,0.2798,0.1531,0.1266,-0.7135,5.0471,4.3735,123.61047,2.91,0.375,0.37224042,293.0,A      ,91,0.34683,0.02112,0
75068,9.02822400614,-22.84256445537,2348342573897042304,0.0302,0.0173,19.751,0.0401,88.57,-72.025,0.033,-51.54600000000001,0.03,0.988,6.0127440000000005,0.002773,6.142542,0.002908,5.767555000000001,0.0038439999999999,5.670675,0.005514,14.63,4.1241,-0.3007,50.6603,0.0,0.0,0.99306923,3e-08,0.00693071,7323.693,0.0,0.0,0.0,0.0,0.0,2.4889,1.6999,1.7041,7.5270634,1.5730000000000002,1.042,0.5273209,194.0,A      ,93,0.23075,0.02719,0
32931,170.71346551321,64.3306660311,1056193279119417728,0.0253,0.0292,11.8428,0.0362,35.111,-4.847,0.035,34.774,0.043,1.043,6.01311,0.002785,6.042932,0.002993,5.926907,0.00389,5.886529,0.0043799999999999,-3.48,4.0268,-1.2855,85.9909,0.0,0.0,0.999624,1e-08,0.00037596,9861.24,0.265,0.2533,0.2978,0.1629,0.1349,1.0613,2.1016,2.0726,36.570507,2.342,0.293,0.52069336,179.0,A      ,91,0.37578,0.0212699999999999,0
15672,65.10514180468,18.74248853644,47752481485851136,0.0288,0.0167,21.7942,0.031,125.044,117.293,0.039,-43.341,0.031,1.173,6.014479,0.002769,6.198556,0.002898,5.680651999999999,0.004167,5.5573760000000005,0.004809,37.58,4.0453,-0.4305,45.9003,0.0,0.0,1e-06,0.0,0.999999,6712.4443,0.0001,0.0,0.0001,0.0,0.0,2.7089,1.8262,1.831,6.132646,1.462,1.886,0.47269216,244.0,F      ,91,0.17997,0.01524,0
29080,11.5452117672,44.86147424815,388066478631001728,0.0406,0.0332,6.0502,0.0484,26.446,25.806,0.043,-5.78,0.04,1.007,6.017185,0.002802,5.980968,0.003038,6.047731,0.004083,6.039877,0.004997,3.26,3.8327,-0.9398,154.8037,0.0,0.0,0.99999094,9e-08,8.900000000000001e-06,11032.455,0.0359,0.0349,0.0408,0.0221,0.0186,0.0081,3.0359,3.2611,141.79253,3.123,0.247,0.48487806,248.0,B      ,91,0.25642,0.0257699999999999,0
34194,268.8488399785,55.97194307603001,1418298742029999488,0.02,0.02,18.136,0.022,128.898,35.331,0.021,123.961,0.023,0.93,6.018775,0.00279,6.176154,0.003034,5.733789,0.0040799999999999,5.636904,0.005686,-24.4,3.9939,-0.5013,55.1542,0.0,0.0,0.9929991,1e-08,0.00700094,7012.3574,0.0001,0.0001,0.0001,0.0001,0.0001,2.3139,2.0133,2.0224,8.910588,1.601,1.44,0.4635095999999999,236.0,A      ,92,0.24229,0.03335,0
34438,205.97810999022,52.06438914377,1559292485314843008,0.021,0.0279,10.7883,0.0297,19.087,-18.292,0.026,-5.45,0.033,0.877,6.023171,0.002781,6.0130550000000005,0.002908,6.009213,0.003933,5.995699,0.010187,-2.8,4.106,-0.4981,92.8095,0.0,0.0,0.9990395,6e-08,0.00096048,9680.803,0.0425,0.0408,0.0479,0.0262,0.0217,1.1191,2.0689,2.0866,34.43843,2.299,0.3289999999999999,0.6193924,184.0,A      ,91,0.46917,0.02052,0
33210,97.06034910289,70.53536967984,1106747277578529664,0.0561,0.0768,5.8241,0.108,11.388,-0.024,0.074,11.388,0.099,3.244,6.023981,0.002775,6.066175,0.003053,5.913719,0.003945,5.865009,0.0062689999999999,-23.01,3.5368,0.1902,195.295,0.0,0.0,0.99940574,2e-08,0.00059429,9259.958,0.2808,0.2674,0.3149,0.1724,0.1425,-0.7137,4.9793,4.4031,128.14165,2.94,0.366,0.4023772,289.0,A      ,91,0.33952,0.02064,0
28370,135.45318805882,27.90224127547,693039912908555392,0.052,0.0287,17.6457,0.0758,97.825,-54.797,0.061,-81.038,0.052,1.276,6.024141,0.002774,6.13074,0.00285,5.807421,0.003909,5.719798,0.004504,19.02,4.0362,-0.5667,58.0242,0.0,0.0,0.99648726,0.0,0.00351277,7547.201,0.0143,0.0131,0.0157,0.0087,0.0069999999999999,2.1791,1.8586,1.8127,9.62775,1.662,0.97,0.47038978,200.0,A      ,91,0.31318,0.01554,0
64690,70.80738729306,24.08883165135,146841775050361472,0.0248,0.0104,18.7904,0.0263,23.919,14.157,0.036,-19.279,0.021,0.983,6.02485,0.00277,6.290934,0.002856,5.593215,0.003865,5.444529,0.00586,8.77,3.8621,-0.1843,53.0996,0.0,0.0,0.99296397,0.0,0.00703605,6018.0054,0.0001,0.0001,0.0001,0.0,0.0,2.3872,2.609,2.6027,8.004875,1.492,2.721,0.43963674,384.0,F      ,91,0.08033,0.01754,0
27315,32.35443348413,81.29597311708,568948068526015104,0.0207,0.021,14.2384,0.0245,35.437,-34.818000000000005,0.026,6.596,0.0289999999999999,0.868,6.027644,0.002794,6.076063,0.003032,5.905633,0.003953,5.845433,0.006492,-9.65,4.0746,-0.8824,70.3283,0.0,0.0,0.9929991,0.0,0.00700094,8281.881,0.0077,0.0072,0.0086,0.0047,0.0038,1.7629,1.9169,1.9115,15.495014,1.875,0.6459999999999999,0.5281545,193.0,A      ,91,0.4104899999999999,0.02424,0
70843,335.75234675245,62.41941409038,2204774976978895232,0.0223,0.0228,5.0368,0.0266,22.323,18.518,0.0279999999999999,12.467,0.025,0.8270000000000001,6.028221,0.002785,6.039151,0.003002,5.967489,0.003921,5.931202,0.005998,-25.7,3.4013,-0.3826,202.0718,0.0,0.0,0.99963516,1e-08,0.00036484,8703.299,0.0001,0.0001,0.0001,0.0,0.0,-0.5081,5.2863,4.9489,137.757,2.978,0.368,0.30188045,324.0,A      ,91,0.33849,0.0244199999999999,0
33646,226.83506743853,18.44160376676,1211853854683080192,0.0222,0.0217,13.2096,0.0324,65.294,42.368,0.034,-49.682,0.031,0.912,6.030386,0.002786,6.051623,0.003032,5.96151,0.003913,5.927516000000001,0.004534,-6.58,4.0433,-1.3529,75.9517,0.0,0.0,0.99970895,3e-08,0.00029106,8855.404,0.0063,0.006,0.0071,0.0039,0.0032,1.5876,1.8863,1.8727,19.447227,2.005,0.434,0.48286548,175.0,A      ,91,0.4840899999999999,0.02217,0
47466,41.74330878468,35.98349785374,140994842795719680,0.0336,0.0235,7.7835,0.0432,54.569,54.327,0.039,-5.127999999999999,0.03,0.884,6.031232,0.002781,6.493582,0.002996,5.403357,0.004089,5.178385,0.005997,22.79,2.7144,-0.1957,127.7914,0.0,0.0,0.9997913,0.0,0.00020869,5018.5796,0.0912,0.073,0.0929,0.0543,0.0386,0.4265,9.72,9.7114,53.877132,2.801,0.455,0.11655645,508.0,K      ,94,-0.03822,0.02746,0
77081,90.30451615741,-25.41784933449,2911477073475504000,0.0178,0.0238,8.9216,0.0314,23.046,-11.644,0.024,-19.888,0.03,1.032,6.037498,0.002784,6.042262,0.0029059999999999,5.993598,0.003881,5.966093,0.004719,2.63,3.8804,-1.0621,113.6484,0.0,0.0,0.9994274,1e-08,0.00057263,9714.107,0.125,0.1201,0.1408,0.0769,0.0639,0.6196,2.6181,2.5984,54.181896,2.4930000000000003,0.395,0.46485522,228.0,A      ,91,0.39748,0.02354,0
32941,167.41477789026,67.2100912313,1059387566556243584,0.0202,0.0214,9.2341,0.0272,91.093,-87.07799999999999,0.0279999999999999,-26.744,0.0289999999999999,1.084,6.038603,0.002787,6.135956,0.00309,5.840545,0.003977,5.768041,0.005002,5.17,4.0102,0.7727,107.5722,0.0,0.0,1e-06,1.51e-06,0.99999744,10424.241,0.7224,0.6855,0.8099,0.4436,0.3663,0.2028,2.8201,2.8909,89.07859,2.805,0.305,0.6837595000000001,236.0,A      ,91,0.29143,0.0212,0
131,57.47955819208,22.24395883052,64053566003097984,0.1184,0.0728,7.4144,0.1039,47.74100000000001,21.218000000000004,0.221,-42.767,0.1009999999999999,2.104,6.040353,0.002823,6.03371,0.002912,6.010229,0.00399,,,,4.0498,0.7893,145.4051,0.0,0.0,0.99926287,7e-08,0.00073704,11636.212,0.3314,0.3223,0.3769,0.2047,0.1722,-0.0834,2.8707,2.709,121.314705,3.1010000000000004,,0.7656337,211.0,B      ,11,0.2112699999999999,0.02702,0
75358,15.95483013557,1.3666677394600002,2538159890494125184,0.0329,0.0189,16.8461,0.0377,129.27,122.797,0.05,-40.391,0.025,0.933,6.040748000000001,0.002793,6.157046,0.003149,5.810980000000001,0.003855,5.724021,0.006136,9.07,4.0389,-0.5589,59.4197,0.0,0.0,0.99648726,0.0,0.00351277,7435.158,0.0001,0.0001,0.0001,0.0001,0.0,2.1632,1.9299,1.9287,10.241181,1.673,1.094,0.49104398,215.0,A      ,91,0.2611,0.03805,0
17152,47.33413496963,20.76106866606,60573646058347392,0.0263,0.0191,6.1912,0.0271,53.47,52.216,0.04,-11.511,0.026,1.039,6.04289,0.00278,6.660262,0.0030399999999999,5.288126,0.0048049999999999,5.014826,0.005381,26.34,2.4878,0.2804,161.9919,0.0,0.0,0.99997044,0.0,2.956e-05,4765.0474,0.4471,0.3445,0.4428,0.2643,0.1786,-0.3334,15.7193,15.6046,113.07691,3.401,0.271,0.11216641,509.0,K      ,92,-0.0608,0.03322,1
81811,325.63738082505,10.8242770102,1765751387137970816,0.1114,0.0806,6.4277,0.1215,13.319,10.1,0.134,-8.682,0.099,1.638,6.046288,0.002902,5.979733,0.0038689999999999,6.132644,0.004628,,,,3.9473,-0.7742,183.6785,0.0,0.0,0.99999964,3.5e-07,0.0,12864.28,0.0018,0.0017,0.002,0.0011,0.0009,-0.3063,3.0296,2.5909,167.475,3.449,,0.6325109,182.0,B      ,91,0.18964,0.034,0
74876,290.41833251063,79.60269205951,2294812815940339968,0.0546,0.0469,9.852,0.053,34.5,11.815,0.072,-32.414,0.071,1.243,6.046613,0.0028239999999999,6.077966,0.004061,5.967518,0.004152,5.949498,0.008389,-0.83,3.8889,-0.4837,101.5472,0.0,0.0,0.99979705,4e-08,0.00020292,8588.679,0.0033,0.0031,0.0037,0.002,0.0017,0.9871,2.5604,2.5647,32.309265,2.177,0.632,0.46206364,240.0,A      ,91,0.32421,0.05112,0
76072,11.80728171932,19.57874245706,2789223097134820992,0.0257,0.0167,9.7863,0.0311,107.419,107.105,0.043,8.207,0.021,0.994,6.0569,0.00278,6.182519,0.003196,5.810376,0.0039829999999999,5.724974,0.006109,10.5,3.5804,-0.52,99.5363,0.0,0.0,0.997679,0.0,0.00232096,7320.3765,0.0478,0.0433,0.0523,0.0291,0.0232,1.0666,3.338,3.4198,30.244385,2.096,0.909,0.2953925,283.0,A      ,93,0.25665,0.02249,0
33904,255.97290840609,34.79019671215,1338021473942133376,0.0207,0.0213,18.1754,0.0262,61.394,-61.11,0.024,-5.903,0.027,1.023,6.056928,0.002783,6.140813,0.0029579999999999,5.877496,0.003907,5.802803,0.005392,-25.69,4.1502,-0.632,55.0151,0.0,0.0,1e-06,3.04e-06,0.99999595,7820.116999999999,0.0017,0.0016,0.0019,0.0011,0.0008,2.3406,1.6238,1.6212,8.848407,1.664,0.605,0.5317936,161.0,A      ,91,0.34001,0.02459,0
35087,317.630487941,10.04899199303,1744655199270929152,0.1167,0.0673,8.7702,0.1646,17.714000000000002,0.982,0.145,17.687,0.091,3.682,6.059157,0.002769,6.066154,0.002862,6.012454,0.0041,5.982776,0.004521,12.57,3.7384,-0.6422,134.9134,0.0,0.0,0.9991056,3e-08,0.00089448,9339.268,0.0891,0.0853,0.1002,0.0548,0.0454,0.382,3.1509,2.6791,48.73509,2.412,0.462,0.4039455,238.0,A      ,91,0.3730199999999999,0.01711,0
33767,217.45685191781,31.79122024931,1285476672242623488,0.0228,0.0265,9.2332,0.0401,22.004,-20.815,0.039,7.1370000000000005,0.036,1.012,6.061587,0.00278,6.0392980000000005,0.002863,6.06798,0.003885,6.055678,0.005102,-7.75,3.9905,-1.334,110.7739,0.0,0.0,0.99989116,8e-08,0.00010879,10345.453,0.046,0.0445,0.0521,0.0284,0.0237,0.7687,2.2878,2.2447,51.991234000000006,2.541,0.263,0.5213608000000001,189.0,A      ,93,0.41484,0.02409,0
75437,29.85786664871,12.29470401773,2574616260097077760,0.0342,0.0236,10.4648,0.0397,39.887,4.189,0.034,-39.666,0.027,0.963,6.065569,0.002789,6.144758,0.003096,5.897509,0.004113,5.828328,0.005563,2.95,3.8537,-0.3982,94.8664,0.0,0.0,0.9929991,1e-08,0.00700094,7835.936,0.0036,0.0033,0.004,0.0022,0.0018,1.1666,2.7459,2.7581,25.859692000000003,2.04,0.856,0.45517668,258.0,A      ,91,0.38697,0.04119,0
76141,13.99369393623,27.20943260468,2805741846297577344,0.0322,0.0259,12.837,0.0438,22.447,-19.34,0.043,11.396,0.0279999999999999,1.142,6.0667290000000005,0.002776,6.117513,0.00298,5.943879,0.003848,5.897567,0.017847,-3.06,4.1411,-0.1233,80.3483,0.0,0.0,0.9965403,2e-08,0.00345973,9395.625,0.3072,0.2916,0.3437,0.1887,0.155,1.2267,2.0211,1.9781,27.471786,2.1830000000000003,0.348,0.6569516,177.0,A      ,91,0.40791,0.02084,0
77085,92.80690423108,-26.48206481453,2911684675014790272,0.0405,0.0499,3.8798,0.0628,7.604,0.523,0.053,7.586,0.065,2.07,6.067115,0.002779,6.05207,0.002932,6.059712,0.003928,6.035657,0.0050609999999999,19.98,3.4256,0.0382,270.7125,0.0,0.0,0.9997304,6e-08,0.00026953,9632.365,0.0439,0.0424,0.0496,0.027,0.0226,-1.1423,5.8544,5.6169,244.35574,3.403,0.26,0.36632797,339.0,A      ,91,0.39829,0.02343,0
41514,51.4892531625,49.12063982879,441463612299313408,0.0336,0.0307,6.0959,0.0444,35.704,23.753,0.052,-26.656,0.046,0.8690000000000001,6.068375,0.0028989999999999,6.017674,0.004424,6.115639,0.005127,,,,4.0903,-0.7448,166.0642,0.0,0.0,0.99999756,1.3e-07,2.37e-06,14145.678999999998,0.145,0.1431,0.1666,0.0899,0.0767,-0.1999,2.6615,2.6686,257.20874,3.91,,0.77662635,169.0,B      ,91,0.22493,0.02701,0
43523,325.39263044327004,40.8050047119,1954418481436816000,0.0166,0.0201,7.3274,0.0262,51.306,-17.104,0.022,-48.37,0.023,0.885,6.069563,0.002774,6.09464,0.0028989999999999,5.987288,0.003967,5.945526,0.004755,-12.64,3.7158,-0.6206,137.8918,0.0,0.0,0.99972117,2e-08,0.00027885,9193.633,0.1805,0.172,0.2024,0.1108,0.0916,0.1807,3.3919,3.3769,73.32949,2.612,0.449,0.41310877,267.0,A      ,91,0.37642,0.02052,0
84549,63.71690973012,37.54265366483,177739529262442112,0.0237,0.015,7.8795,0.0262,7.912999999999999,-6.7620000000000005,0.043,-4.11,0.021,1.101,6.070096,0.002766,6.535151,0.002941,5.4347330000000005,0.004016,5.205511,0.005281,-8.73,2.4016,-0.4005,125.2349,0.0,0.0,0.9998231,0.0,0.00017693,4932.191,0.0016,0.0012,0.0016,0.0009,0.0007,0.54,9.7126,9.3511,51.952152000000005,2.701,0.502,0.15338047,509.0,K      ,93,-0.0256399999999999,0.01948,0
116,51.10881968053,20.80344857307,61026301253916800,0.0446,0.0342,9.6813,0.0492,9.465,0.883,0.0559999999999999,-9.424,0.042,1.0659999999999998,6.070930000000001,0.002806,6.041249,0.002885,6.093806,0.00395,,,,4.079,-1.46,106.2738,0.0,0.0,0.99997896,1.1e-07,2.095e-05,10838.575,0.0236,0.0229,0.0267,0.0146,0.0122,0.8864,2.0714,2.0187,50.69251,2.592,,0.5775099,151.0,B      ,91,0.36265,0.03636,0
54766,295.79000780345,30.6779102463,2032861317502068224,0.0247,0.0273,9.255,0.035,5.465,3.248,0.03,4.395,0.031,0.8859999999999999,6.0763050000000005,0.002778,6.0655980000000005,0.00299,6.068354,0.003885,6.053185,0.004964,-27.35,3.9712,-1.2957,109.4751,0.0,0.0,0.9985865,1e-07,0.0014134,10143.29,0.0668,0.0645,0.0755,0.0411,0.0343,0.7859,2.3163,2.2906,49.98262,2.501,0.3,0.5054556,197.0,A      ,93,0.4361399999999999,0.02098,0
82864,89.75458865856,-9.38216191995,3017430721211367168,0.0229,0.0287,10.6592,0.0331,23.985,19.498,0.0289999999999999,13.968,0.03,1.096,6.078932,0.0039549999999999,6.235712,0.009758,5.791775,0.009791,5.678857,0.008858,19.75,3.6506,-0.3599,93.6422,0.0,0.0,0.9965226,1e-08,0.00347741,7142.3296,0.0503,0.0452,0.0548,0.0306,0.0242,1.1517,3.2808,3.2624,24.894508,2.003,1.026,0.33906034,281.0,A      ,93,0.19549,0.0534899999999999,0
33614,242.86975987047995,16.66571253732,1198813956016764288,0.027,0.0274,8.6995,0.0353,6.032,3.552,0.033,4.875,0.035,1.04,6.082109,0.002784,6.080489,0.002953,6.055635,0.003966,6.035727,0.005069,-13.82,3.8895,-1.1098,117.4357,0.0,0.0,0.9993595,1e-08,0.00064053,9794.947,0.088,0.0847,0.0992,0.0542,0.0451,0.6293,2.5837,2.5399,53.518326,2.495,0.38,0.4683556,223.0,A      ,91,0.39133,0.02768,0
17286,102.15608319001,76.98984680324,1139801311528690944,0.049,0.0548,2.7801,0.0739,39.139,-0.073,0.0559999999999999,-39.139,0.068,1.079,6.082435,0.004056,8.279900999999999,0.01565,4.6676470000000005,0.00824,4.234728,0.016392,-10.68,0.1774,-0.2493,288.3633,0.0,0.0,0.99999535,0.0,4.63e-06,3357.4482,0.935,0.5466,0.8921,0.489,0.4029999999999999,-1.7845,125.2521,120.2716,1887.8037,1.619,2.296,0.00616547,1271.0,M      ,91,0.17723,0.07203,1
33380,172.95639503240002,81.1274080795,1133448230262547200,0.0189,0.0184,16.5175,0.0212,148.326,-144.377,0.026,33.998000000000005,0.026,0.8540000000000001,6.085317,0.002773,6.19742,0.003097,5.870778,0.003817,5.794326,0.008071,2.07,4.0762,-0.33,60.452,0.0,0.0,0.9992607,0.0,0.0007393,7511.558000000001,0.0002,0.0002,0.0003,0.0001,0.0001,2.1773,1.8703,1.8786,10.123192,1.675,1.026,0.51959044,208.0,A      ,91,0.32658,0.02768,0
90460,327.12243500546003,38.64858487875,1953209701537705600,0.025,0.0322,6.2214,0.0443,21.938,21.936,0.035,-0.278,0.04,1.108,6.085362,0.00277,6.040075,0.002902,6.134786,0.003832,,,,3.8759,-0.8741,166.1269,0.0,0.0,0.99999684,1.7e-07,2.97e-06,11737.4795,0.0398,0.0389,0.0454,0.0246,0.0208,-0.0783,2.9772,2.9096,144.65617,3.209,,0.5270060999999999,224.0,B      ,91,0.26874,0.01609,0
28399,32.72002481549,39.03947779951,332409925884477568,0.0523,0.0397,7.4763,0.0499,19.885,-13.492,0.075,-14.607,0.051,1.266,6.0890010000000006,0.0028239999999999,6.050766,0.00305,6.129824,0.0040869999999999,6.131846,0.011448,1.53,3.9639,-1.0299,134.3515,0.0,0.0,0.99998885,1.5e-07,1.096e-05,10958.138,0.003,0.0029,0.0034,0.0018,0.0015,0.4214,2.532,2.5374,83.67358,2.83,0.233,0.54901165,206.0,B      ,91,0.29793,0.06185,0
29199,4.42940917271,51.43307735243,394976501194687488,0.0363,0.0341,0.7546,0.0579,3.816,-2.988,0.05,-2.374,0.046,1.0490000000000002,6.089311,0.00365,6.003279,0.007367,6.19185,0.010178,,,,3.74,-0.961,1016.8329,0.0,0.0,0.9999996,4.2e-07,0.0,30775.691000000003,0.4606,0.4686,0.5428,0.2877,0.2551,-4.5055,9.4029,,,,,,,B      ,91,-0.0002299999999999,0.0431,0
64422,282.06685840169,48.76776864368,2143787918839367808,0.0183,0.0197,16.3774,0.0199,51.407,-18.067,0.023,48.128,0.023,0.933,6.089439,0.002778,6.185601,0.003157,5.894323,0.004006,5.8268260000000005,0.004506,-28.08,3.9463,-1.6877,61.4642,0.0,0.0,0.9930341,2e-08,0.00696583,7802.6597,0.0489,0.045,0.0539,0.0298,0.0241,2.0845,1.8559,1.8341,11.242157,1.731,0.831,0.37913907,195.0,A      ,91,0.35048,0.02948,0
